,NP1_SST (t-1),NP1_SST (t-2),NP1_SST (t-3),NP1_SST (t-4),NP1_SST (t-5),NP2_SST (t-1),NP2_SST (t-2),NP2_SST (t-3),NP2_SST (t-4),NP2_SST (t-5),N34 (t-1),N34 (t-2),N34 (t-3),N34 (t-4),N34 (t-5),EEIO (t-1),EEIO (t-2),EEIO (t-3),EEIO (t-4),EEIO (t-5),Rainfall (t-1),Rainfall (t)
1901,-0.045428983867168427,-0.48745232820510864,-0.5152555108070374,-0.009228019043803215,-0.10752193629741669,0.13867437839508057,-0.34456583857536316,-0.390564888715744,-0.1297559291124344,0.4702128767967224,-0.2255585491657257,-0.2563628554344177,-0.17291784286499023,0.035327162593603134,0.40970396995544434,0.1763034462928772,-0.06736946105957031,0.014655073173344135,0.08557448536157608,0.25959792733192444,291.11291802983294,117.98674467450124
1902,0.1808796525001526,0.2365863025188446,0.1792663037776947,0.41636720299720764,0.11796312779188156,-1.2134724855422974,-1.58790922164917,-1.5714164972305298,-0.706180214881897,-0.028316514566540718,1.9705722332000732,1.771337628364563,1.3474106788635254,1.0017693042755127,1.109345555305481,-0.10438035428524017,-0.07692474126815796,0.18927070498466492,0.06677897274494171,-0.0387195385992527,221.8680113445465,212.02087967160128
1903,0.25981950759887695,-0.20069929957389832,0.0293892789632082,-0.02602352760732174,0.35383957624435425,-1.057462215423584,-1.127253532409668,-0.6056989431381226,0.5245548486709595,0.4930111765861511,-1.0984385013580322,-0.3189992904663086,0.06302151083946228,0.24355840682983398,0.5355715155601501,0.11930563300848007,0.32801511883735657,0.25070035457611084,-0.06739570200443268,-0.0020802270155400038,276.8179838465971,197.69269493042924
1904,-0.4379628002643585,-0.28417572379112244,-0.07116767764091492,-0.021484915167093277,-0.18941952288150787,-0.49450239539146423,-0.31401526927948,0.5792104601860046,0.18139585852622986,0.19009599089622498,0.2515271306037903,0.20066769421100616,0.15226861834526062,-0.012732785195112228,-0.37577158212661743,-0.32591843605041504,-0.2824610769748688,-0.2018662691116333,-0.30571919679641724,-0.5183048844337463,225.63881771956596,122.69887211482693
1905,0.3993469178676605,0.48100170493125916,0.4579242467880249,-0.2120465487241745,-0.4653278589248657,-1.5816500186920166,-1.4048043489456177,-0.4576753079891205,-0.17671827971935272,-0.6873815059661865,1.6822593212127686,1.5626195669174194,1.4262309074401855,1.4740490913391113,1.3887698650360107,-0.13103549182415009,-0.05519460141658783,0.01939593441784382,-0.06221792846918106,0.01880805753171444,242.79993993621977,164.63323741898427
1906,0.33030661940574646,0.0013546516420319676,0.2512628138065338,0.011959820054471493,0.10757800191640854,-0.07607272267341614,-0.8068562746047974,-0.9595871567726135,-0.3871893882751465,0.6829013824462891,-0.7685771584510803,-0.414311945438385,-0.24224144220352173,0.029940245673060417,0.2684054672718048,0.5435404181480408,0.5739991068840027,0.46287110447883606,0.14859624207019806,0.16138900816440582,303.6923195318028,182.151799942564
1907,-0.26446622610092163,-0.4811481833457947,-0.7782546877861023,-0.48208391666412354,-0.17704890668392181,0.09747032821178436,0.28937768936157227,0.38111412525177,0.5516689419746399,1.3865082263946533,0.3837967813014984,0.029205068945884705,0.09077811986207962,0.02223016321659088,-0.28733134269714355,0.08082820475101471,-0.08325120061635971,-0.08792424947023392,-0.03931724280118942,0.02768157795071602,315.83611147086816,103.90418325459348
1908,-0.14251525700092316,-0.21041178703308105,-0.04373559728264809,-0.04387626424431801,0.24275486171245575,0.27850309014320374,0.2710164785385132,-0.22752821445465088,-0.42252838611602783,-0.0669485405087471,-0.4417780935764313,-0.23154376447200775,-0.34122347831726074,-0.4343860447406769,-0.5462051630020142,0.0630871057510376,0.10547463595867157,-0.10929717123508453,-0.04528467729687691,0.07674749940633774,300.8337888795665,152.04565598094476
1909,0.13618305325508118,0.4145686626434326,0.2581309974193573,0.016238953918218613,0.14765062928199768,1.088418960571289,0.8588927388191223,0.3772764205932617,-0.3791848123073578,-0.06566552817821503,-0.644304633140564,-0.5832120180130005,-0.484104186296463,-0.39775365591049194,-0.48744726181030273,0.2136775255203247,0.12345845252275467,0.18383505940437317,0.12800443172454834,0.27126190066337585,244.77365902918163,157.46144186858422
1910,0.1314101368188858,0.4333229660987854,0.11997606605291367,0.1438797116279602,-0.009372815489768982,-0.5503999590873718,-1.1793928146362305,-0.19237107038497925,1.4382911920547485,0.849715530872345,-0.9818218946456909,-0.840494692325592,-0.6171538233757019,-0.6320012211799622,-0.8443979620933533,0.06544923037290573,0.11874474585056305,0.06370636075735092,0.11813893914222717,0.033745575696229935,314.7198794219612,187.91847468030113
