,NP1_SST,NP2_SST,N34,EEIO,Rainfall
1965,-0.25704425573349,-0.6722301840782166,1.1588817536830902,-0.2493902277201414,-1
1966,-0.07079889811575413,0.3254168853163719,0.09557965956628323,-0.2285261545330286,0
1967,0.29906579479575157,0.883672371506691,-0.16091374028474092,-0.45683158934116364,0
1968,-0.3836987018585205,-0.17771068308502436,0.44761068001389503,-0.1740548675879836,-1
1969,-0.06473341211676598,0.27328138425946236,0.3873799182474613,0.006790366256609559,0
1970,-0.003898885101079941,0.31030387431383133,-0.7364082708954811,0.11363459751009941,1
1971,0.15221574064344168,0.03931016009300947,-0.817183256149292,-0.09662538394331932,0
1972,-0.5120153427124023,0.34519839473068714,1.1828337162733078,-0.19407849945127964,-1
1973,-0.06482016714289784,0.22906647995114326,-1.2241424322128296,0.10744123253971338,0
1974,-0.38756115920841694,-0.5918125910684466,-0.5475707799196243,-0.17484952230006456,0
1975,0.09042304381728172,0.004200838506221771,-1.2530244290828705,-0.13341166405007243,1
1976,-0.5569385588169098,-1.0157722383737564,0.22481309808790684,-0.28640366345643997,0
1977,-0.07530376967042685,-0.14739913493394852,0.3715706951916218,-0.022999657783657312,0
1978,0.06688548251986504,0.5933767165988684,-0.4450572058558464,-0.5104188248515129,0
1979,-0.05603733006864786,-0.07633337005972862,0.09187709202524275,-0.16232484951615334,-1
1980,0.22301175817847252,-0.1378430649638176,0.1077027153223753,0.08937805145978928,0
1981,-0.16253339126706123,-0.02245776355266571,-0.23070758022367954,0.18481902591884136,0
1982,-0.5354561284184456,-0.2552706301212311,0.9974380880594254,-0.12375573604367673,-1
1983,0.08565966784954071,-1.384708359837532,0.13462375290691853,0.13669392932206392,1
1984,-0.05794742883881554,-0.33898957585915923,-0.29193701036274433,-0.26318609341979027,0
1985,-0.29179884819313884,-0.7763927355408669,-0.5267577767372131,-0.32405468821525574,0
1986,-0.19633400440216064,-0.3574087154120207,0.30238472390919924,-0.3494386672973633,-1
1987,-0.12353996420279145,-0.9631390161812305,1.541542410850525,0.33319224789738655,-1
1988,0.14073395263403654,-0.21077623823657632,-1.2307281494140625,0.1981424381956458,1
1989,-0.04936197563074529,0.06075064465403557,-0.31980008631944656,-0.058927699574269354,0
1990,-0.05164508239249699,0.11025010421872139,0.28504062443971634,0.13389661349356174,0
1991,0.2668639373150654,-0.16852513514459133,0.7606948018074036,0.013944514095783234,0
1992,-0.3081812337040901,-0.7556179910898209,0.3576427064836025,0.3095745141617954,0
1993,-0.23399023339152336,-1.275619000196457,0.4195715934038162,-0.2206254443153739,0
1994,0.2006352012977004,0.335275087505579,0.5372541770339012,-0.6670607551932335,0
1995,0.14449812471866608,-0.7475598752498627,-0.3097281716763973,0.10897875810042024,0
1996,-0.09407700411975384,-0.4976620674133301,-0.24797183088958263,0.16798187606036663,0
1997,-0.2788045257329941,-1.1757266521453857,1.7942972779273987,-0.16208605840802193,0
1998,0.6150030121207237,0.5763550475239754,-0.8424488231539726,0.39974481612443924,0
1999,0.001055993139743805,0.7224918603897095,-1.0441964119672775,-0.17395023070275784,0
2000,-0.19655262678861618,0.6965493261814117,-0.4984920024871826,0.0024254138115793467,-1
2001,0.5846908465027809,0.10341914370656013,-0.013345512561500072,0.26924359053373337,0
2002,-0.08403799124062061,0.16697587072849274,0.9520087093114853,0.2494430299848318,-1
2003,0.05248815193772316,0.49941015243530273,0.20478947833180428,0.09416877664625645,0
2004,0.04507943242788315,0.23110155761241913,0.627466693520546,-0.015084748156368732,0
2005,-0.1569826090708375,-0.29437949135899544,0.01681195804849267,0.26794468611478806,0
2006,0.1561005786061287,-0.14772675558924675,0.305915467441082,-0.0015833806246519089,-1
2007,0.09392145898891613,-0.61131751537323,-0.6230069436132908,0.007435638923197985,0
2008,0.1263350574299693,0.7097116932272911,-0.27656678296625614,-0.18478544987738132,0
2009,-0.07073419541120529,0.28140321001410484,0.5692711845040321,0.33905214071273804,-1
2010,0.03655190020799637,0.49297856353223324,-1.12786066532135,0.38059593737125397,0
2011,-0.30959878489375114,0.39530982077121735,-0.5098321437835693,0.01629651663824916,0
2012,-0.21391916275024414,0.6031531654298306,0.31737178191542625,0.025946648907847703,0
2013,0.35537479631602764,0.5827545854263008,-0.3109106756746769,0.02564316987991333,0
2014,0.0055946167558431625,-0.14749911800026894,0.12531243826379068,0.3063921481370926,0
2015,-0.01717301271855831,-0.2247839793562889,1.7083890438079834,0.30731767416000366,-1
2016,0.591278899461031,0.10908903926610947,-0.38530651666224003,0.5206601321697235,0
2017,0.657263059169054,0.39990251511335373,0.020050253719091415,-0.07045528525486588,0
2018,0.10418527666479349,0.8689393848180771,0.1980382613837719,-0.1388846766203642,0
2019,0.03938104724511504,0.05032497365027666,0.2216730418149382,-0.1861596154049039,0
2020,0.4965801555663347,0.6696581467986107,-0.5216762199997902,0.2812095955014229,0
