,NP1_SST (t-1),NP1_SST (t-2),NP1_SST (t-3),NP1_SST (t-4),NP1_SST (t-5),NP2_SST (t-1),NP2_SST (t-2),NP2_SST (t-3),NP2_SST (t-4),NP2_SST (t-5),N34 (t-1),N34 (t-2),N34 (t-3),N34 (t-4),N34 (t-5),EEIO (t-1),EEIO (t-2),EEIO (t-3),EEIO (t-4),EEIO (t-5),Rainfall (t)
1901,-0.009228019043803215,-0.10752193629741669,-0.36032357811927795,0.2912255525588989,1.322293758392334,-0.1297559291124344,0.4702128767967224,1.0521438121795654,0.4587792754173279,-0.378775030374527,0.035327162593603134,0.40970396995544434,0.35781386494636536,0.7949628829956055,0.8430492877960205,0.08557448536157608,0.25959792733192444,0.27615562081336975,0.22977030277252197,0.25390446186065674,174.3880983619481
1902,0.41636720299720764,0.11796312779188156,0.4235574007034302,0.05841018632054329,0.0735093355178833,-0.706180214881897,-0.028316514566540718,-0.04884636402130127,-0.3896123170852661,-0.9602223634719849,1.0017693042755127,1.109345555305481,0.508034884929657,0.27528196573257446,0.350315123796463,0.06677897274494171,-0.0387195385992527,-0.19667503237724304,-0.1490446925163269,-0.16371139883995056,125.70959913057676
1903,-0.02602352760732174,0.35383957624435425,0.41918379068374634,0.32409361004829407,0.46695858240127563,0.5245548486709595,0.4930111765861511,0.3448162078857422,0.5863140225410461,0.9793050289154053,0.24355840682983398,0.5355715155601501,1.1252431869506836,1.6750963926315308,1.8890013694763184,-0.06739570200443268,-0.0020802270155400038,0.157379612326622,0.3141525685787201,0.29413098096847534,138.35451520082887
1904,-0.021484915167093277,-0.18941952288150787,0.03732861578464508,0.21186713874340057,0.19209524989128113,0.18139585852622986,0.19009599089622498,-0.4925038814544678,-0.49158671498298645,-0.9394145607948303,-0.012732785195112228,-0.37577158212661743,-1.2365825176239014,-1.3099884986877441,-1.2489593029022217,-0.30571919679641724,-0.5183048844337463,-0.6328426599502563,-0.6512681841850281,-0.450832724571228,179.03017641858446
1905,-0.2120465487241745,-0.4653278589248657,-0.08325601369142532,0.05296541005373001,0.3206377923488617,-0.17671827971935272,-0.6873815059661865,-0.3016098439693451,-0.6287633776664734,0.17129065096378326,1.4740490913391113,1.3887698650360107,1.2569494247436523,1.2706079483032227,1.2076406478881836,-0.06221792846918106,0.01880805753171444,0.1370992809534073,-0.008127211593091488,-0.10012908279895782,111.663075978805
1906,0.011959820054471493,0.10757800191640854,0.14576949179172516,0.15871018171310425,0.15027807652950287,-0.3871893882751465,0.6829013824462891,0.4131481647491455,-0.24132633209228516,-0.29589545726776123,0.029940245673060417,0.2684054672718048,0.623855710029602,0.7667942643165588,1.2404749393463135,0.14859624207019806,0.16138900816440582,0.30975183844566345,0.6506742238998413,0.26980680227279663,190.73408825997106
1907,-0.48208391666412354,-0.17704890668392181,0.04022703692317009,0.20453134179115295,0.3260769844055176,0.5516689419746399,1.3865082263946533,1.4379312992095947,0.9104124307632446,0.677492082118988,0.02223016321659088,-0.28733134269714355,-0.5625253319740295,-0.6851856708526611,-0.6351749300956726,-0.03931724280118942,0.02768157795071602,-0.09610950201749802,0.11431838572025299,0.18601803481578827,166.73849168585892
1908,-0.04387626424431801,0.24275486171245575,0.2063675969839096,0.3423076272010803,0.4325702488422394,-0.42252838611602783,-0.0669485405087471,0.49908119440078735,-0.861768901348114,-1.0313416719436646,-0.4343860447406769,-0.5462051630020142,0.0031984644010663033,0.27876901626586914,0.3400091230869293,-0.04528467729687691,0.07674749940633774,0.010965055786073208,0.0760703906416893,0.00599462678655982,138.28632404034033
1909,0.016238953918218613,0.14765062928199768,0.08302367478609085,0.41944175958633423,1.074035882949829,-0.3791848123073578,-0.06566552817821503,-0.8851302862167358,-0.08806908130645752,-0.21601489186286926,-0.39775365591049194,-0.48744726181030273,-0.45868122577667236,-0.9842514991760254,-1.2654874324798584,0.12800443172454834,0.27126190066337585,0.1262156218290329,-0.16866832971572876,-0.05276642367243767,222.70482969102815
1910,0.1438797116279602,-0.009372815489768982,-0.13896268606185913,0.20736725628376007,0.4628903567790985,1.4382911920547485,0.849715530872345,-0.07272516936063766,0.14614327251911163,0.7554927468299866,-0.6320012211799622,-0.8443979620933533,-1.6397942304611206,-1.3879629373550415,-1.2832106351852417,0.11813893914222717,0.033745575696229935,0.08028256893157959,-0.045931268483400345,0.2208402156829834,222.79963286014336
